ARG	sampleID	DepthPG	drug_type	res_mechanism	sampleType
cystathionine_beta-lyase_patB	ERR1713344	12.8844352941176	unclassified	unknown	sewage
dfrA1	ERR1713344	5.70220294117647	diaminopyrimidine	antibiotic target alteration	sewage
dfrA12	ERR1713344	0.0888558823529412	diaminopyrimidine	antibiotic target alteration	sewage
dfrA14	ERR1713344	0.236694117647059	diaminopyrimidine	antibiotic target alteration	sewage
dfrA15	ERR1713344	0.0164676470588235	diaminopyrimidine	antibiotic target alteration	sewage
dfrA17	ERR1713344	0.116191176470588	diaminopyrimidine	antibiotic target alteration	sewage
dfrA20	ERR1713344	0.554035294117647	diaminopyrimidine	antibiotic target alteration	sewage
dfrA21	ERR1713344	0.0588088235294118	diaminopyrimidine	antibiotic target alteration	sewage
dfrA22	ERR1713344	0.105188235294118	diaminopyrimidine	antibiotic target alteration	sewage
dfrA3	ERR1713344	17.1887735294118	diaminopyrimidine	antibiotic target alteration	sewage
dfrA5	ERR1713344	0.244241176470588	diaminopyrimidine	antibiotic target alteration	sewage
dfrB2	ERR1713344	0.0894764705882353	diaminopyrimidine	antibiotic target alteration	sewage
dfrB6	ERR1713344	0.189058823529412	diaminopyrimidine	antibiotic target alteration	sewage
dfrC	ERR1713344	0.696229411764706	diaminopyrimidine	antibiotic target alteration	sewage
dfrD	ERR1713344	2.92533235294118	diaminopyrimidine	antibiotic target alteration	sewage
dfrE	ERR1713344	0.286652941176471	diaminopyrimidine	antibiotic target alteration	sewage
dfrF	ERR1713344	1.19037352941176	diaminopyrimidine	antibiotic target alteration	sewage
dfrG	ERR1713344	2.54921764705882	diaminopyrimidine	antibiotic target alteration	sewage
dfrK	ERR1713344	3.13912352941176	diaminopyrimidine	antibiotic target alteration	sewage
DHA-12	ERR1713344	0.00774117647058823	beta-lactam	antibiotic inactivation	sewage
EdeQ	ERR1713344	0.458647058823529	polyamine:peptide	antibiotic inactivation	sewage
efmA	ERR1713344	0.970417647058823	multidrug	antibiotic efflux	sewage
efpA	ERR1713344	0.0483029411764706	multidrug	antibiotic efflux	sewage
efrA	ERR1713344	4.33960294117647	multidrug	antibiotic efflux	sewage
efrB	ERR1713344	1.51045	multidrug	antibiotic efflux	sewage
emrA	ERR1713344	5.87342941176471	multidrug	antibiotic efflux	sewage
emrB	ERR1713344	3.37364411764706	multidrug	antibiotic efflux	sewage
EmrB-QacA_family_major_facilitator_transporter	ERR1713344	1.92463235294118	multidrug	antibiotic efflux	sewage
emrD	ERR1713344	0.700964705882353	multidrug	antibiotic efflux	sewage
emrE	ERR1713344	2.56775	multidrug	antibiotic efflux	sewage
emrK	ERR1713344	0.220835294117647	multidrug	antibiotic efflux	sewage
eptA	ERR1713344	3.79341764705882	peptide	antibiotic target alteration	sewage
ereA	ERR1713344	2.15323235294118	MLS	antibiotic inactivation	sewage
ereB	ERR1713344	0.469755882352941	MLS	antibiotic inactivation	sewage
erm(31)	ERR1713344	0.0624470588235294	MLS	antibiotic target alteration	sewage
erm(36)	ERR1713344	0.10875	MLS	antibiotic target alteration	sewage
erm(39)	ERR1713344	0.0266647058823529	MLS	antibiotic target alteration	sewage
Erm(42)	ERR1713344	0.809079411764706	MLS	antibiotic target alteration	sewage
Erm(47)	ERR1713344	0.202117647058824	MLS	antibiotic target alteration	sewage
erm(TR)	ERR1713344	0.103623529411765	MLS	antibiotic target alteration	sewage
ermA	ERR1713344	0.795932352941176	MLS	antibiotic target alteration	sewage
ermB	ERR1713344	1.24614117647059	MLS	antibiotic target alteration	sewage
ermC	ERR1713344	0.111361764705882	MLS	antibiotic target alteration	sewage
ermF	ERR1713344	7.66331764705882	MLS	antibiotic target alteration	sewage
ermG	ERR1713344	0.314447058823529	MLS	antibiotic target alteration	sewage
ermH	ERR1713344	0.000955882352941177	MLS	antibiotic target alteration	sewage
ermX	ERR1713344	0.216891176470588	MLS	antibiotic target alteration	sewage
Escherichia_coli_LamB	ERR1713344	0.863129411764706	multidrug	multiple mechanisms	sewage
Escherichia_coli_mipA	ERR1713344	0.685485294117647	multidrug	multiple mechanisms	sewage
ESP-1	ERR1713344	0.00948823529411765	beta-lactam	antibiotic inactivation	sewage
farA	ERR1713344	0.00372352941176471	antibacterial_free_fatty_acids	antibiotic efflux	sewage
farB	ERR1713344	2.8928	antibacterial_free_fatty_acids	antibiotic efflux	sewage
FEZ-1	ERR1713344	0.00925294117647059	beta-lactam	antibiotic inactivation	sewage
floR	ERR1713344	0.439967647058824	phenicol	antibiotic efflux	sewage
fosA	ERR1713344	0.123538235294118	fosfomycin	antibiotic inactivation	sewage
FosA	ERR1713344	0.0498794117647059	fosfomycin	antibiotic inactivation	sewage
FosA5	ERR1713344	0.0310676470588235	fosfomycin	antibiotic inactivation	sewage
FosA6	ERR1713344	0.1021	fosfomycin	antibiotic inactivation	sewage
FosC2	ERR1713344	0.103747058823529	fosfomycin	antibiotic inactivation	sewage
fosX	ERR1713344	1.00294117647059	fosfomycin	antibiotic inactivation	sewage
fusB	ERR1713344	0.0821117647058824	fusaric-acid	antibiotic inactivation	sewage
GES-5	ERR1713344	0.926097058823529	beta-lactam	antibiotic inactivation	sewage
GIM-1	ERR1713344	0.084864705882353	beta-lactam	antibiotic inactivation	sewage
hmrM	ERR1713344	0.00530294117647059	multidrug	antibiotic efflux	sewage
hp1181	ERR1713344	3.10434117647059	multidrug	antibiotic efflux	sewage
ICR-Mc	ERR1713344	0.0584911764705882	peptide	antibiotic target alteration	sewage
JOHN-1	ERR1713344	2.44560294117647	beta-lactam	antibiotic inactivation	sewage
kasugamycin_resistance_protein_ksgA	ERR1713344	32.7323352941176	aminoglycoside	antibiotic target alteration	sewage
Klebsiella_pneumoniae_OmpK37	ERR1713344	0.0213441176470588	beta-lactam	reduced permeability to antibiotic	sewage
KPC-16	ERR1713344	0.0100735294117647	beta-lactam	antibiotic inactivation	sewage
KPC-9	ERR1713344	0.172638235294118	beta-lactam	antibiotic inactivation	sewage
LCR-1	ERR1713344	0.294655882352941	beta-lactam	antibiotic inactivation	sewage
LEN-10	ERR1713344	0.0359882352941176	beta-lactam	antibiotic inactivation	sewage
LEN-4	ERR1713344	0.00588235294117647	beta-lactam	antibiotic inactivation	sewage
linG	ERR1713344	0.746626470588235	MLS	antibiotic inactivation	sewage
Listeria_monocytogenes_mprF	ERR1713344	0.00357352941176471	peptide	antibiotic target alteration	sewage
LlmA_23S_ribosomal_RNA_methyltransferase	ERR1713344	5.52259117647059	MLS	antibiotic target alteration	sewage
lmrA	ERR1713344	0.0255205882352941	MLS	multiple mechanisms	sewage
lmrB	ERR1713344	0.317108823529412	MLS	antibiotic efflux	sewage
lmrD	ERR1713344	0.0613029411764706	MLS	antibiotic efflux	sewage
lmrP	ERR1713344	0.123723529411765	MLS	antibiotic efflux	sewage
lnuA	ERR1713344	1.17413823529412	MLS	antibiotic inactivation	sewage
lnuB	ERR1713344	2.25532941176471	MLS	antibiotic inactivation	sewage
lnuC	ERR1713344	1.38896470588235	MLS	antibiotic inactivation	sewage
lnuD	ERR1713344	0.649355882352941	MLS	antibiotic inactivation	sewage
lnuF	ERR1713344	0.181041176470588	MLS	antibiotic inactivation	sewage
lnuG	ERR1713344	2.07304705882353	MLS	antibiotic inactivation	sewage
LpeB	ERR1713344	2.53725588235294	MLS	antibiotic efflux	sewage
LRA-1	ERR1713344	0.416282352941176	beta-lactam	antibiotic inactivation	sewage
LRA-10	ERR1713344	0.0940323529411765	beta-lactam	antibiotic inactivation	sewage
LRA-5	ERR1713344	0.235029411764706	beta-lactam	antibiotic inactivation	sewage
lrfA	ERR1713344	0.0086735294117647	fluoroquinolone	antibiotic efflux	sewage
lsa	ERR1713344	0.368064705882353	MLS	antibiotic target alteration	sewage
lsaE	ERR1713344	0.7293	MLS	antibiotic target alteration	sewage
macA	ERR1713344	7.34996176470588	MLS	antibiotic efflux	sewage
macB	ERR1713344	2.48090882352941	MLS	antibiotic efflux	sewage
major_facilitator_superfamily_transporter	ERR1713344	4.87965882352941	multidrug	antibiotic efflux	sewage
MCR-1	ERR1713344	0.421997058823529	peptide	antibiotic target alteration	sewage
MCR-2	ERR1713344	2.72672352941176	peptide	antibiotic target alteration	sewage
MCR-3	ERR1713344	0.262723529411765	peptide	antibiotic target alteration	sewage
MCR-4	ERR1713344	0.101264705882353	peptide	antibiotic target alteration	sewage
MCR-5	ERR1713344	1.57511764705882	peptide	antibiotic target alteration	sewage
mdfA	ERR1713344	0.966191176470588	multidrug	antibiotic efflux	sewage
mdsA	ERR1713344	0.560032352941176	multidrug	antibiotic efflux	sewage
mdsB	ERR1713344	0.559185294117647	multidrug	antibiotic efflux	sewage
mdtA	ERR1713344	3.41507941176471	multidrug	antibiotic efflux	sewage
mdtC	ERR1713344	1.25735882352941	multidrug	antibiotic efflux	sewage
mdtD	ERR1713344	2.41860294117647	multidrug	antibiotic efflux	sewage
mdtE	ERR1713344	0.483382352941176	multidrug	antibiotic efflux	sewage
mdtF	ERR1713344	0.07165	multidrug	antibiotic efflux	sewage
mdtG	ERR1713344	1.43895882352941	multidrug	antibiotic efflux	sewage
mdtH	ERR1713344	0.219473529411765	multidrug	antibiotic efflux	sewage
mdtK	ERR1713344	4.34719117647059	multidrug	antibiotic efflux	sewage
MdtK	ERR1713344	0.16765	fluoroquinolone	antibiotic efflux	sewage
mdtM	ERR1713344	0.120376470588235	multidrug	antibiotic efflux	sewage
mdtN	ERR1713344	0.656664705882353	multidrug	antibiotic efflux	sewage
mdtO	ERR1713344	0.077785294117647	multidrug	antibiotic efflux	sewage
mdtP	ERR1713344	0.448594117647059	multidrug	antibiotic efflux	sewage
mecA	ERR1713344	0.191670588235294	beta-lactam	antibiotic target alteration	sewage
mecB	ERR1713344	0.0867323529411765	beta-lactam	antibiotic target alteration	sewage
mecC	ERR1713344	0.0371470588235294	beta-lactam	antibiotic target alteration	sewage
mef(B)	ERR1713344	0.16765	MLS	antibiotic efflux	sewage
mefA	ERR1713344	1.52663529411765	MLS	antibiotic target alteration	sewage
mefC	ERR1713344	1.47817647058824	MLS	antibiotic efflux	sewage
mel	ERR1713344	1.34115882352941	MLS	antibiotic target alteration	sewage
mepA	ERR1713344	8.38919705882353	multidrug	antibiotic efflux	sewage
metallo-beta-lactamase	ERR1713344	1.89457352941176	beta-lactam	antibiotic inactivation	sewage
mexA	ERR1713344	1.60459117647059	multidrug	antibiotic efflux	sewage
mexB	ERR1713344	0.471823529411765	multidrug	antibiotic efflux	sewage
mexC	ERR1713344	1.87293529411765	multidrug	antibiotic efflux	sewage
mexD	ERR1713344	0.322982352941176	multidrug	antibiotic efflux	sewage
mexE	ERR1713344	8.52307352941176	multidrug	antibiotic efflux	sewage
mexF	ERR1713344	6.61748823529412	multidrug	antibiotic efflux	sewage
mexH	ERR1713344	8.32983235294118	multidrug	antibiotic efflux	sewage
mexI	ERR1713344	0.0283911764705882	multidrug	antibiotic efflux	sewage
mexM	ERR1713344	1.29039411764706	multidrug	antibiotic efflux	sewage
mexN	ERR1713344	0.0359352941176471	multidrug	antibiotic efflux	sewage
mexP	ERR1713344	0.0296	multidrug	antibiotic efflux	sewage
mexQ	ERR1713344	0.00277647058823529	multidrug	antibiotic efflux	sewage
MexV	ERR1713344	6.56260882352941	multidrug	antibiotic efflux	sewage
mexW	ERR1713344	5.71546764705882	multidrug	antibiotic efflux	sewage
mexX	ERR1713344	1.05745882352941	multidrug	antibiotic efflux	sewage
mfpA	ERR1713344	0.410117647058823	fluoroquinolone	antibiotic target alteration	sewage
mgtA	ERR1713344	0.00441764705882353	MLS	antibiotic inactivation	sewage
MIR-11	ERR1713344	0.0475676470588235	beta-lactam	antibiotic inactivation	sewage
MOX-9	ERR1713344	0.0302205882352941	beta-lactam	antibiotic inactivation	sewage
mphA	ERR1713344	0.251073529411765	MLS	antibiotic inactivation	sewage
mphB	ERR1713344	0.375423529411765	MLS	antibiotic inactivation	sewage
mphD	ERR1713344	3.15978823529412	MLS	antibiotic inactivation	sewage
mphG	ERR1713344	0.869488235294118	MLS	antibiotic inactivation	sewage
Mrx	ERR1713344	0.2862	MLS	antibiotic efflux	sewage
MSI-OXA	ERR1713344	0.0038	beta-lactam	antibiotic inactivation	sewage
msrA	ERR1713344	0.709752941176471	MLS	antibiotic target alteration	sewage
msrC	ERR1713344	0.657591176470588	MLS	antibiotic target alteration	sewage
msrE	ERR1713344	3.38859117647059	MLS	antibiotic target alteration	sewage
mtrC	ERR1713344	1.59778529411765	multidrug	antibiotic efflux	sewage
mtrD	ERR1713344	2.94988235294118	multidrug	antibiotic efflux	sewage
mtrE	ERR1713344	0.462379411764706	multidrug	antibiotic efflux	sewage
multidrug_ABC_transporter	ERR1713344	90.7755323529412	multidrug	antibiotic efflux	sewage
MuxA	ERR1713344	0.135991176470588	multidrug	antibiotic efflux	sewage
MuxB	ERR1713344	0.264564705882353	multidrug	antibiotic efflux	sewage
MuxC	ERR1713344	0.00356470588235294	multidrug	antibiotic efflux	sewage
myrA	ERR1713344	0.169414705882353	MLS	antibiotic target alteration	sewage
norB	ERR1713344	0.427164705882353	fluoroquinolone	antibiotic efflux	sewage
NPS-1	ERR1713344	0.107402941176471	beta-lactam	antibiotic inactivation	sewage
OKP-B	ERR1713344	0.0358676470588235	beta-lactam	antibiotic inactivation	sewage
oleB	ERR1713344	0.824364705882353	MLS	antibiotic target alteration	sewage
oleI	ERR1713344	0.117617647058824	MLS	antibiotic inactivation	sewage
omp36	ERR1713344	0.0594647058823529	multidrug	reduced permeability to antibiotic	sewage
ompF	ERR1713344	0.553070588235294	multidrug	reduced permeability to antibiotic	sewage
opcM	ERR1713344	3.51235	multidrug	antibiotic efflux	sewage
OpmB	ERR1713344	0.986855882352941	multidrug	antibiotic efflux	sewage
opmD	ERR1713344	0.00304117647058824	multidrug	antibiotic efflux	sewage
OpmD	ERR1713344	0.00310588235294118	multidrug	antibiotic efflux	sewage
OpmH	ERR1713344	0.0663411764705882	triclosan	antibiotic efflux	sewage
oprA	ERR1713344	0.154205882352941	multidrug	antibiotic efflux	sewage
OprA	ERR1713344	0.206302941176471	multidrug	antibiotic efflux	sewage
oprJ	ERR1713344	0.246323529411765	multidrug	antibiotic efflux	sewage
oprM	ERR1713344	21.6522176470588	multidrug	antibiotic efflux	sewage
oprN	ERR1713344	1.58712352941176	multidrug	antibiotic efflux	sewage
OprZ	ERR1713344	0.0252970588235294	multidrug	antibiotic efflux	sewage
oqxA	ERR1713344	2.09563529411765	multidrug	antibiotic efflux	sewage
oqxB	ERR1713344	1.88020294117647	multidrug	antibiotic efflux	sewage
otr(B)	ERR1713344	0.0959294117647059	tetracycline	antibiotic efflux	sewage
otrA	ERR1713344	0.00672647058823529	tetracycline	antibiotic target alteration	sewage
otrC	ERR1713344	0.104494117647059	tetracycline	antibiotic efflux	sewage
OXA-1	ERR1713344	0.00914117647058824	beta-lactam	antibiotic inactivation	sewage
OXA-10	ERR1713344	1.08154705882353	beta-lactam	antibiotic inactivation	sewage
OXA-119	ERR1713344	0.237941176470588	beta-lactam	antibiotic inactivation	sewage
OXA-12	ERR1713344	0.0781205882352941	beta-lactam	antibiotic inactivation	sewage
OXA-129	ERR1713344	1.03972941176471	beta-lactam	antibiotic inactivation	sewage
OXA-136	ERR1713344	0.0167852941176471	beta-lactam	antibiotic inactivation	sewage
OXA-14	ERR1713344	0.219355882352941	beta-lactam	antibiotic inactivation	sewage
OXA-15	ERR1713344	0.315	beta-lactam	antibiotic inactivation	sewage
OXA-162	ERR1713344	0.664297058823529	beta-lactam	antibiotic inactivation	sewage
OXA-163	ERR1713344	0.727638235294118	beta-lactam	antibiotic inactivation	sewage
OXA-181	ERR1713344	0.317120588235294	beta-lactam	antibiotic inactivation	sewage
OXA-192	ERR1713344	0.130832352941176	beta-lactam	antibiotic inactivation	sewage
OXA-198	ERR1713344	2.25110294117647	beta-lactam	antibiotic inactivation	sewage
OXA-2	ERR1713344	0.721997058823529	beta-lactam	antibiotic inactivation	sewage
OXA-20	ERR1713344	0.0320470588235294	beta-lactam	antibiotic inactivation	sewage
OXA-204	ERR1713344	0.192667647058824	beta-lactam	antibiotic inactivation	sewage
OXA-205	ERR1713344	0.666073529411765	beta-lactam	antibiotic inactivation	sewage
OXA-209	ERR1713344	3.70172058823529	beta-lactam	antibiotic inactivation	sewage
OXA-21	ERR1713344	0.175411764705882	beta-lactam	antibiotic inactivation	sewage
OXA-212	ERR1713344	0.0428882352941176	beta-lactam	antibiotic inactivation	sewage
OXA-228	ERR1713344	0.0584235294117647	beta-lactam	antibiotic inactivation	sewage
OXA-229	ERR1713344	0.00996764705882353	beta-lactam	antibiotic inactivation	sewage
OXA-232	ERR1713344	0.171764705882353	beta-lactam	antibiotic inactivation	sewage
OXA-247	ERR1713344	0.465264705882353	beta-lactam	antibiotic inactivation	sewage
OXA-257	ERR1713344	0.0644764705882353	beta-lactam	antibiotic inactivation	sewage
OXA-278	ERR1713344	0.216576470588235	beta-lactam	antibiotic inactivation	sewage
OXA-29	ERR1713344	0.0441529411764706	beta-lactam	antibiotic inactivation	sewage
OXA-3	ERR1713344	0.143173529411765	beta-lactam	antibiotic inactivation	sewage
OXA-333	ERR1713344	0.424088235294118	beta-lactam	antibiotic inactivation	sewage
OXA-347	ERR1713344	2.00398529411765	beta-lactam	antibiotic inactivation	sewage
OXA-351	ERR1713344	0.00970588235294118	beta-lactam	antibiotic inactivation	sewage
OXA-363	ERR1713344	0.0106529411764706	beta-lactam	antibiotic inactivation	sewage
OXA-37	ERR1713344	0.215052941176471	beta-lactam	antibiotic inactivation	sewage
OXA-4	ERR1713344	0.441	beta-lactam	antibiotic inactivation	sewage
OXA-436	ERR1713344	0.237417647058824	beta-lactam	antibiotic inactivation	sewage
OXA-454	ERR1713344	0.0650441176470588	beta-lactam	antibiotic inactivation	sewage
OXA-46	ERR1713344	2.25997647058824	beta-lactam	antibiotic inactivation	sewage
OXA-50	ERR1713344	0.649926470588235	beta-lactam	antibiotic inactivation	sewage
OXA-54	ERR1713344	0.496085294117647	beta-lactam	antibiotic inactivation	sewage
OXA-55	ERR1713344	0.196891176470588	beta-lactam	antibiotic inactivation	sewage
OXA-58	ERR1713344	0.0652323529411765	beta-lactam	antibiotic inactivation	sewage
OXA-60	ERR1713344	0.288341176470588	beta-lactam	antibiotic inactivation	sewage
OXA-62	ERR1713344	0.0330088235294118	beta-lactam	antibiotic inactivation	sewage
OXA-85	ERR1713344	0.483747058823529	beta-lactam	antibiotic inactivation	sewage
OXA-9	ERR1713344	0.0416676470588235	beta-lactam	antibiotic inactivation	sewage
OXY-2	ERR1713344	0.183191176470588	beta-lactam	antibiotic inactivation	sewage
OXY-4	ERR1713344	0.0309529411764706	beta-lactam	antibiotic inactivation	sewage
patA	ERR1713344	0.721382352941176	fluoroquinolone	antibiotic efflux	sewage
patB	ERR1713344	0.00725588235294118	fluoroquinolone	antibiotic efflux	sewage
PBP-1A	ERR1713344	1.08484705882353	beta-lactam	antibiotic target alteration	sewage
PBP-1B	ERR1713344	2.54629411764706	beta-lactam	antibiotic target alteration	sewage
PBP-2X	ERR1713344	0.258541176470588	beta-lactam	antibiotic target alteration	sewage
PEDO-3	ERR1713344	0.750944117647059	beta-lactam	antibiotic inactivation	sewage
penA	ERR1713344	34.1546676470588	beta-lactam	antibiotic target alteration	sewage
pgpB	ERR1713344	0.361355882352941	peptide	antibiotic target alteration	sewage
PmrF	ERR1713344	3.73684411764706	peptide	antibiotic target alteration	sewage
porin_OmpC	ERR1713344	0.0314705882352941	beta-lactam	reduced permeability to antibiotic	sewage
poxtA	ERR1713344	0.743979411764706	multidrug	antibiotic target alteration	sewage
PSE-1	ERR1713344	0.0738647058823529	beta-lactam	antibiotic inactivation	sewage
Pseudomonas_aeruginosa_emrE	ERR1713344	0.715558823529412	aminoglycoside	antibiotic efflux	sewage
puromycin_resistance_protein	ERR1713344	0.946270588235294	nucleoside	unknown	sewage
qacA	ERR1713344	0.0196647058823529	multidrug	antibiotic efflux	sewage
qacG	ERR1713344	1.31091764705882	multidrug	antibiotic efflux	sewage
qepA	ERR1713344	0.0609647058823529	fluoroquinolone	antibiotic efflux	sewage
QepA2	ERR1713344	0.0853147058823529	fluoroquinolone	antibiotic efflux	sewage
qnrB	ERR1713344	0.00652058823529412	fluoroquinolone	antibiotic target alteration	sewage
QnrB46	ERR1713344	0.0541705882352941	fluoroquinolone	antibiotic target alteration	sewage
QnrD1	ERR1713344	0.0390794117647059	fluoroquinolone	antibiotic target alteration	sewage
qnrS	ERR1713344	0.377364705882353	fluoroquinolone	antibiotic target alteration	sewage
QnrVC1	ERR1713344	0.103188235294118	fluoroquinolone	antibiotic target alteration	sewage
QnrVC3	ERR1713344	0.0412647058823529	fluoroquinolone	antibiotic target alteration	sewage
QnrVC4	ERR1713344	0.141238235294118	fluoroquinolone	antibiotic target alteration	sewage
rifampin_monooxygenase	ERR1713344	1.73865	rifamycin	antibiotic inactivation	sewage
RlmA(II)	ERR1713344	2.57474411764706	MLS	antibiotic target alteration	sewage
Rm3	ERR1713344	0.605479411764706	beta-lactam	antibiotic inactivation	sewage
rmtA	ERR1713344	0.0206588235294118	aminoglycoside	antibiotic target alteration	sewage
rosA	ERR1713344	2.66370294117647	fosmidomycin	antibiotic efflux	sewage
rosB	ERR1713344	6.48145588235294	fosmidomycin	antibiotic efflux	sewage
rphA	ERR1713344	0.0106852941176471	rifamycin	antibiotic inactivation	sewage
rphB	ERR1713344	0.0306147058823529	rifamycin	antibiotic inactivation	sewage
rpoB2	ERR1713344	4.85797647058824	multidrug	multiple mechanisms	sewage
rpsD_(ramA_or_sud2)	ERR1713344	2.82399117647059	unclassified	multiple mechanisms	sewage
RSA-1	ERR1713344	0.0321352941176471	beta-lactam	antibiotic inactivation	sewage
RSA-2	ERR1713344	0.191744117647059	beta-lactam	antibiotic inactivation	sewage
RTG-4	ERR1713344	0.0786852941176471	beta-lactam	antibiotic inactivation	sewage
salA	ERR1713344	0.0134235294117647	MLS	antibiotic target alteration	sewage
SAT-2	ERR1713344	0.00855588235294118	nucleoside	antibiotic inactivation	sewage
SAT-3	ERR1713344	0.07135	nucleoside	antibiotic inactivation	sewage
SAT-4	ERR1713344	0.1778	nucleoside	antibiotic inactivation	sewage
Serratia_marcescens_Omp1	ERR1713344	0.337717647058824	multidrug	multiple mechanisms	sewage
SFH-1	ERR1713344	1.14882352941176	beta-lactam	antibiotic inactivation	sewage
sgm	ERR1713344	0.216882352941176	aminoglycoside	antibiotic target alteration	sewage
SHV	ERR1713344	0.0186852941176471	beta-lactam	antibiotic inactivation	sewage
SHV-20	ERR1713344	0.00532941176470588	beta-lactam	antibiotic inactivation	sewage
SHV-28	ERR1713344	0.0108764705882353	beta-lactam	antibiotic inactivation	sewage
SHV-53	ERR1713344	0.106173529411765	beta-lactam	antibiotic inactivation	sewage
SMB-1	ERR1713344	0.311694117647059	beta-lactam	antibiotic inactivation	sewage
smeB	ERR1713344	0.00562941176470588	multidrug	antibiotic efflux	sewage
smeD	ERR1713344	4.44074705882353	multidrug	antibiotic efflux	sewage
smeE	ERR1713344	0.640614705882353	multidrug	antibiotic efflux	sewage
smeF	ERR1713344	0.0310617647058824	multidrug	antibiotic efflux	sewage
smeS	ERR1713344	0.313758823529412	multidrug	antibiotic efflux	sewage
SPG-1	ERR1713344	0.185138235294118	beta-lactam	antibiotic inactivation	sewage
srmB	ERR1713344	1.97426764705882	MLS	antibiotic target alteration	sewage
Staphylococcus_mupA_conferring_resistance_to_mupirocin	ERR1713344	13.9273029411765	mupirocin	antibiotic target alteration	sewage
Streptococcus_agalactiae_mprF	ERR1713344	0.0777147058823529	peptide	antibiotic target alteration	sewage
sul1	ERR1713344	5.95551764705882	sulfonamide	antibiotic target alteration	sewage
sul2	ERR1713344	3.57593235294118	sulfonamide	antibiotic target alteration	sewage
sul3	ERR1713344	1.37024117647059	sulfonamide	antibiotic target alteration	sewage
sul4	ERR1713344	15.8774029411765	sulfonamide	antibiotic target alteration	sewage
TaeA	ERR1713344	3.18867058823529	pleuromutilin	antibiotic efflux	sewage
tap	ERR1713344	0.00717352941176471	tetracycline	antibiotic efflux	sewage
tcmA	ERR1713344	0.294620588235294	tetracenomycin_C	antibiotic efflux	sewage
tcr3	ERR1713344	0.0530382352941176	tetracycline	antibiotic efflux	sewage
TEM-1	ERR1713344	0.193208823529412	beta-lactam	antibiotic inactivation	sewage
tet(33)	ERR1713344	0.0421794117647059	tetracycline	antibiotic efflux	sewage
tet(42)	ERR1713344	0.0295588235294118	tetracycline	antibiotic efflux	sewage
tet31	ERR1713344	0.00728529411764706	tetracycline	antibiotic efflux	sewage
tet32	ERR1713344	0.537588235294118	tetracycline	antibiotic target alteration	sewage
tet34	ERR1713344	2.43601176470588	tetracycline	multiple mechanisms	sewage
tet35	ERR1713344	1.33335588235294	tetracycline	antibiotic efflux	sewage
tet36	ERR1713344	2.08004117647059	tetracycline	antibiotic target alteration	sewage
tet39	ERR1713344	1.90510882352941	tetracycline	antibiotic efflux	sewage
tet40	ERR1713344	0.231638235294118	tetracycline	antibiotic efflux	sewage
tet41	ERR1713344	6.33823823529412	tetracycline	antibiotic efflux	sewage
tet44	ERR1713344	0.242085294117647	tetracycline	antibiotic target alteration	sewage
tetA	ERR1713344	12.9555911764706	tetracycline	antibiotic efflux	sewage
tetA(46)	ERR1713344	0.0442235294117647	tetracycline	antibiotic efflux	sewage
tetA(48)	ERR1713344	26.7458911764706	tetracycline	antibiotic efflux	sewage
tetB	ERR1713344	0.0321117647058824	tetracycline	antibiotic efflux	sewage
tetB(46)	ERR1713344	0.0217794117647059	tetracycline	antibiotic efflux	sewage
tetB(48)	ERR1713344	0.339752941176471	tetracycline	antibiotic efflux	sewage
tetB(60)	ERR1713344	0.267947058823529	tetracycline	antibiotic efflux	sewage
tetC	ERR1713344	0.550941176470588	tetracycline	antibiotic efflux	sewage
tetE	ERR1713344	0.5106	tetracycline	antibiotic efflux	sewage
tetG	ERR1713344	0.747367647058824	tetracycline	antibiotic efflux	sewage
tetH	ERR1713344	0.0641823529411765	tetracycline	antibiotic efflux	sewage
tetL	ERR1713344	0.0871176470588235	tetracycline	antibiotic efflux	sewage
tetM	ERR1713344	1.66223823529412	tetracycline	antibiotic target alteration	sewage
tetO	ERR1713344	0.551132352941176	tetracycline	antibiotic target alteration	sewage
tetP	ERR1713344	0.460061764705882	tetracycline	antibiotic efflux	sewage
tetQ	ERR1713344	2.92001176470588	tetracycline	antibiotic target alteration	sewage
tetS	ERR1713344	0.0951441176470588	tetracycline	antibiotic target alteration	sewage
tetT	ERR1713344	0.0222529411764706	tetracycline	antibiotic target alteration	sewage
tetV	ERR1713344	0.0950558823529412	tetracycline	antibiotic efflux	sewage
tetW	ERR1713344	0.6834	tetracycline	antibiotic target alteration	sewage
tetX	ERR1713344	1.71467647058824	tetracycline	antibiotic inactivation	sewage
tetY	ERR1713344	0.0471941176470588	tetracycline	antibiotic efflux	sewage
THIN-B	ERR1713344	0.377414705882353	beta-lactam	antibiotic inactivation	sewage
thiostrepton_resistance_methylase_tsnR	ERR1713344	1.28880588235294	unclassified	antibiotic target alteration	sewage
TLA-1	ERR1713344	2.22651470588235	beta-lactam	antibiotic inactivation	sewage
TLA-2	ERR1713344	1.35746470588235	beta-lactam	antibiotic inactivation	sewage
TLA-3	ERR1713344	0.691826470588235	beta-lactam	antibiotic inactivation	sewage
tlcC	ERR1713344	0.277182352941176	MLS	unknown	sewage
tlrB_conferring_tylosin_resistance	ERR1713344	0.224905882352941	MLS	antibiotic target alteration	sewage
TolC	ERR1713344	7.26425	multidrug	antibiotic efflux	sewage
TriA	ERR1713344	5.19081176470588	triclosan	antibiotic efflux	sewage
TriB	ERR1713344	4.04896470588235	triclosan	antibiotic efflux	sewage
