sample	core_label_1	sampleCollection	type_distance	distKb
LD180201-0014	multidrug	AMDSedi	mediam_leastDistance	21.591
LD180201-0014	mupirocin	AMDSedi	mediam_leastDistance	1.752
LD180201-0014	other	AMDSedi	mediam_leastDistance	13.6935
LD180201-0014	phenicol	AMDSedi	mediam_leastDistance	3.062
LD180201-0014	sulfonamide	AMDSedi	mediam_leastDistance	7.101
LD180201-0014	tetracycline	AMDSedi	mediam_leastDistance	30.419
LD180201-0014	unclassified	AMDSedi	mediam_leastDistance	44.7135
LD180201-0015	aminoglycoside	AMDSedi	mediam_leastDistance	42.269
LD180201-0015	bacitracin	AMDSedi	mediam_leastDistance	14.0515
LD180201-0015	beta-lactam	AMDSedi	mediam_leastDistance	32.032
LD180201-0015	glycopeptide	AMDSedi	mediam_leastDistance	32.7225
LD180201-0015	MLS	AMDSedi	mediam_leastDistance	6.208
LD180201-0015	multidrug	AMDSedi	mediam_leastDistance	24.563
LD180201-0015	mupirocin	AMDSedi	mediam_leastDistance	156.4315
LD180201-0015	other	AMDSedi	mediam_leastDistance	18.158
LD180201-0015	phenicol	AMDSedi	mediam_leastDistance	27.561
LD180201-0015	sulfonamide	AMDSedi	mediam_leastDistance	42.914
LD180201-0015	tetracycline	AMDSedi	mediam_leastDistance	25.846
LD180201-0015	unclassified	AMDSedi	mediam_leastDistance	11.5
LD180201-0016	aminoglycoside	AMDSedi	mediam_leastDistance	34.238
LD180201-0016	bacitracin	AMDSedi	mediam_leastDistance	24.896
LD180201-0016	beta-lactam	AMDSedi	mediam_leastDistance	31.178
LD180201-0016	glycopeptide	AMDSedi	mediam_leastDistance	23.162
LD180201-0016	MLS	AMDSedi	mediam_leastDistance	14.9405
LD180201-0016	multidrug	AMDSedi	mediam_leastDistance	31.0715
LD180201-0016	mupirocin	AMDSedi	mediam_leastDistance	105.5435
LD180201-0016	other	AMDSedi	mediam_leastDistance	16.8045
LD180201-0016	phenicol	AMDSedi	mediam_leastDistance	29.342
LD180201-0016	sulfonamide	AMDSedi	mediam_leastDistance	13.0995
LD180201-0016	tetracycline	AMDSedi	mediam_leastDistance	22.881
LD180201-0016	unclassified	AMDSedi	mediam_leastDistance	10.7
LD180201-0017	aminoglycoside	AMDSedi	mediam_leastDistance	26.4565
LD180201-0017	bacitracin	AMDSedi	mediam_leastDistance	10.482
LD180201-0017	beta-lactam	AMDSedi	mediam_leastDistance	17.236
LD180201-0017	glycopeptide	AMDSedi	mediam_leastDistance	20.098
LD180201-0017	MLS	AMDSedi	mediam_leastDistance	9.868
LD180201-0017	multidrug	AMDSedi	mediam_leastDistance	16.352
LD180201-0017	mupirocin	AMDSedi	mediam_leastDistance	19.613
LD180201-0017	other	AMDSedi	mediam_leastDistance	11.279
LD180201-0017	phenicol	AMDSedi	mediam_leastDistance	21.5645
LD180201-0017	sulfonamide	AMDSedi	mediam_leastDistance	17.816
LD180201-0017	tetracycline	AMDSedi	mediam_leastDistance	13.6775
LD180201-0017	unclassified	AMDSedi	mediam_leastDistance	12.239
LD180201-0018	aminoglycoside	AMDSedi	mediam_leastDistance	21.8595
LD180201-0018	bacitracin	AMDSedi	mediam_leastDistance	12.619
LD180201-0018	beta-lactam	AMDSedi	mediam_leastDistance	43.352
LD180201-0018	glycopeptide	AMDSedi	mediam_leastDistance	41.676
LD180201-0018	MLS	AMDSedi	mediam_leastDistance	12.95
LD180201-0018	multidrug	AMDSedi	mediam_leastDistance	29.5125
LD180201-0018	other	AMDSedi	mediam_leastDistance	37.019
LD180201-0018	phenicol	AMDSedi	mediam_leastDistance	29.343
LD180201-0018	sulfonamide	AMDSedi	mediam_leastDistance	23.983
LD180201-0018	tetracycline	AMDSedi	mediam_leastDistance	50.3135
LD180201-0018	unclassified	AMDSedi	mediam_leastDistance	13.513
LD180201-0019	aminoglycoside	AMDSedi	mediam_leastDistance	1.051
LD180201-0019	bacitracin	AMDSedi	mediam_leastDistance	9.8805
LD180201-0019	beta-lactam	AMDSedi	mediam_leastDistance	6.7275
LD180201-0019	glycopeptide	AMDSedi	mediam_leastDistance	4.635
LD180201-0019	MLS	AMDSedi	mediam_leastDistance	12.6505
LD180201-0019	multidrug	AMDSedi	mediam_leastDistance	24.753
LD180201-0019	mupirocin	AMDSedi	mediam_leastDistance	32.852
LD180201-0019	other	AMDSedi	mediam_leastDistance	5.796
LD180201-0019	phenicol	AMDSedi	mediam_leastDistance	13.948
LD180201-0019	sulfonamide	AMDSedi	mediam_leastDistance	2.948
LD180201-0019	tetracycline	AMDSedi	mediam_leastDistance	37.538
LD180201-0019	unclassified	AMDSedi	mediam_leastDistance	43.819
LD180205-0002	aminoglycoside	AMDSedi	mediam_leastDistance	22.933
LD180205-0002	bacitracin	AMDSedi	mediam_leastDistance	20.984
LD180205-0002	beta-lactam	AMDSedi	mediam_leastDistance	33.462
LD180205-0002	glycopeptide	AMDSedi	mediam_leastDistance	16.666
LD180205-0002	MLS	AMDSedi	mediam_leastDistance	13.573
LD180205-0002	multidrug	AMDSedi	mediam_leastDistance	27.606
LD180205-0002	other	AMDSedi	mediam_leastDistance	20.5165
LD180205-0002	phenicol	AMDSedi	mediam_leastDistance	51.161
LD180205-0002	sulfonamide	AMDSedi	mediam_leastDistance	36.865
LD180205-0002	tetracycline	AMDSedi	mediam_leastDistance	22.589
LD180205-0002	unclassified	AMDSedi	mediam_leastDistance	22.587
LD180205-0003	aminoglycoside	AMDSedi	mediam_leastDistance	15.543
LD180205-0003	bacitracin	AMDSedi	mediam_leastDistance	13.585
LD180205-0003	beta-lactam	AMDSedi	mediam_leastDistance	30.509
LD180205-0003	glycopeptide	AMDSedi	mediam_leastDistance	26.8975
LD180205-0003	MLS	AMDSedi	mediam_leastDistance	10.202
LD180205-0003	multidrug	AMDSedi	mediam_leastDistance	30.937
LD180205-0003	mupirocin	AMDSedi	mediam_leastDistance	65.98
LD180205-0003	other	AMDSedi	mediam_leastDistance	39.858
LD180205-0003	phenicol	AMDSedi	mediam_leastDistance	9.806
LD180205-0003	sulfonamide	AMDSedi	mediam_leastDistance	15.409
LD180205-0003	tetracycline	AMDSedi	mediam_leastDistance	27.014
LD180205-0003	unclassified	AMDSedi	mediam_leastDistance	14.8585
LD180205-0004	aminoglycoside	AMDSedi	mediam_leastDistance	13.9915
LD180205-0004	bacitracin	AMDSedi	mediam_leastDistance	19.019
LD180205-0004	beta-lactam	AMDSedi	mediam_leastDistance	17.334
LD180205-0004	glycopeptide	AMDSedi	mediam_leastDistance	46.666
LD180205-0004	MLS	AMDSedi	mediam_leastDistance	21.371
LD180205-0004	multidrug	AMDSedi	mediam_leastDistance	18.9545
LD180205-0004	mupirocin	AMDSedi	mediam_leastDistance	21.7535
LD180205-0004	other	AMDSedi	mediam_leastDistance	27.232
LD180205-0004	phenicol	AMDSedi	mediam_leastDistance	5.4285
LD180205-0004	sulfonamide	AMDSedi	mediam_leastDistance	25.8515
LD180205-0004	tetracycline	AMDSedi	mediam_leastDistance	19.0735
LD180205-0004	unclassified	AMDSedi	mediam_leastDistance	3.6885
LD180205-0005	aminoglycoside	AMDSedi	mediam_leastDistance	15.63
LD180205-0005	bacitracin	AMDSedi	mediam_leastDistance	23.8095
LD180205-0005	beta-lactam	AMDSedi	mediam_leastDistance	35.533
LD180205-0005	glycopeptide	AMDSedi	mediam_leastDistance	19.458
LD180205-0005	MLS	AMDSedi	mediam_leastDistance	25.0355
LD180205-0005	multidrug	AMDSedi	mediam_leastDistance	22.724
LD180205-0005	mupirocin	AMDSedi	mediam_leastDistance	17.37
LD180205-0005	other	AMDSedi	mediam_leastDistance	27.336
LD180205-0005	phenicol	AMDSedi	mediam_leastDistance	17.68
LD180205-0005	sulfonamide	AMDSedi	mediam_leastDistance	25.374
LD180205-0005	tetracycline	AMDSedi	mediam_leastDistance	22.471
LD180205-0005	unclassified	AMDSedi	mediam_leastDistance	10.157
LD180205-0006	aminoglycoside	AMDSedi	mediam_leastDistance	15.679
LD180205-0006	bacitracin	AMDSedi	mediam_leastDistance	23.418
LD180205-0006	beta-lactam	AMDSedi	mediam_leastDistance	48.462
LD180205-0006	glycopeptide	AMDSedi	mediam_leastDistance	14.898
LD180205-0006	MLS	AMDSedi	mediam_leastDistance	18.5305
LD180205-0006	multidrug	AMDSedi	mediam_leastDistance	23.921
LD180205-0006	mupirocin	AMDSedi	mediam_leastDistance	29.414
LD180205-0006	other	AMDSedi	mediam_leastDistance	17.294
LD180205-0006	phenicol	AMDSedi	mediam_leastDistance	2.95
LD180205-0006	sulfonamide	AMDSedi	mediam_leastDistance	39.833
LD180205-0006	tetracycline	AMDSedi	mediam_leastDistance	21.639
LD180205-0006	unclassified	AMDSedi	mediam_leastDistance	3.299
LD180205-0007	aminoglycoside	AMDSedi	mediam_leastDistance	14.315
LD180205-0007	bacitracin	AMDSedi	mediam_leastDistance	9.1875
LD180205-0007	beta-lactam	AMDSedi	mediam_leastDistance	4.9865
LD180205-0007	glycopeptide	AMDSedi	mediam_leastDistance	32.2385
LD180205-0007	MLS	AMDSedi	mediam_leastDistance	49.273
LD180205-0007	multidrug	AMDSedi	mediam_leastDistance	11.632
LD180205-0007	mupirocin	AMDSedi	mediam_leastDistance	29.671
LD180205-0007	other	AMDSedi	mediam_leastDistance	36.654
LD180205-0007	phenicol	AMDSedi	mediam_leastDistance	8.42
LD180205-0007	sulfonamide	AMDSedi	mediam_leastDistance	27.882
LD180205-0007	tetracycline	AMDSedi	mediam_leastDistance	22.47
LD180205-0007	unclassified	AMDSedi	mediam_leastDistance	3.6885
LD180319-0001	aminoglycoside	AMDSedi	mediam_leastDistance	16.1035
LD180319-0001	bacitracin	AMDSedi	mediam_leastDistance	7.4935
LD180319-0001	beta-lactam	AMDSedi	mediam_leastDistance	30.167
LD180319-0001	glycopeptide	AMDSedi	mediam_leastDistance	35.6035
LD180319-0001	MLS	AMDSedi	mediam_leastDistance	16.77
LD180319-0001	multidrug	AMDSedi	mediam_leastDistance	26.3015
LD180319-0001	mupirocin	AMDSedi	mediam_leastDistance	71.258
LD180319-0001	other	AMDSedi	mediam_leastDistance	20.075
LD180319-0001	phenicol	AMDSedi	mediam_leastDistance	26.6005
LD180319-0001	sulfonamide	AMDSedi	mediam_leastDistance	36.718
LD180319-0001	tetracycline	AMDSedi	mediam_leastDistance	24.34
LD180319-0001	unclassified	AMDSedi	mediam_leastDistance	22.5715
LD180319-0002	aminoglycoside	AMDSedi	mediam_leastDistance	19.8735
LD180319-0002	bacitracin	AMDSedi	mediam_leastDistance	3.939
LD180319-0002	beta-lactam	AMDSedi	mediam_leastDistance	31.437
LD180319-0002	glycopeptide	AMDSedi	mediam_leastDistance	35.547
LD180319-0002	MLS	AMDSedi	mediam_leastDistance	11.8825
LD180319-0002	multidrug	AMDSedi	mediam_leastDistance	28.866
LD180319-0002	mupirocin	AMDSedi	mediam_leastDistance	50.718
LD180319-0002	other	AMDSedi	mediam_leastDistance	22.955
LD180319-0002	phenicol	AMDSedi	mediam_leastDistance	13.723
LD180319-0002	sulfonamide	AMDSedi	mediam_leastDistance	44.177
LD180319-0002	tetracycline	AMDSedi	mediam_leastDistance	13.1595
LD180319-0002	unclassified	AMDSedi	mediam_leastDistance	22.5715
LD180319-0003	aminoglycoside	AMDSedi	mediam_leastDistance	16.705
LD180319-0003	bacitracin	AMDSedi	mediam_leastDistance	10.8295
LD180319-0003	beta-lactam	AMDSedi	mediam_leastDistance	31.4045
LD180319-0003	glycopeptide	AMDSedi	mediam_leastDistance	40.41
LD180319-0003	MLS	AMDSedi	mediam_leastDistance	33.707
LD180319-0003	multidrug	AMDSedi	mediam_leastDistance	28.23
LD180319-0003	mupirocin	AMDSedi	mediam_leastDistance	34.3145
LD180319-0003	other	AMDSedi	mediam_leastDistance	22.955
LD180319-0003	phenicol	AMDSedi	mediam_leastDistance	20.009
LD180319-0003	sulfonamide	AMDSedi	mediam_leastDistance	18.353
LD180319-0003	tetracycline	AMDSedi	mediam_leastDistance	9.978
LD180319-0003	unclassified	AMDSedi	mediam_leastDistance	19.641
LD180319-0004	aminoglycoside	AMDSedi	mediam_leastDistance	24.0795
LD180319-0004	bacitracin	AMDSedi	mediam_leastDistance	23.875
LD180319-0004	beta-lactam	AMDSedi	mediam_leastDistance	31.254
LD180319-0004	glycopeptide	AMDSedi	mediam_leastDistance	40.772
LD180319-0004	MLS	AMDSedi	mediam_leastDistance	16.9765
LD180319-0004	multidrug	AMDSedi	mediam_leastDistance	27.837
LD180319-0004	mupirocin	AMDSedi	mediam_leastDistance	34.3145
LD180319-0004	other	AMDSedi	mediam_leastDistance	20.077
LD180319-0004	phenicol	AMDSedi	mediam_leastDistance	25.0905
LD180319-0004	sulfonamide	AMDSedi	mediam_leastDistance	43.662
LD180319-0004	tetracycline	AMDSedi	mediam_leastDistance	11.791
LD180319-0004	unclassified	AMDSedi	mediam_leastDistance	24.382
LD180319-0005	aminoglycoside	AMDSedi	mediam_leastDistance	15.709
LD180319-0005	bacitracin	AMDSedi	mediam_leastDistance	4.807
LD180319-0005	beta-lactam	AMDSedi	mediam_leastDistance	20.2005
LD180319-0005	glycopeptide	AMDSedi	mediam_leastDistance	12.36
LD180319-0005	MLS	AMDSedi	mediam_leastDistance	1.446
LD180319-0005	multidrug	AMDSedi	mediam_leastDistance	20.781
LD180319-0005	mupirocin	AMDSedi	mediam_leastDistance	76.084
LD180319-0005	other	AMDSedi	mediam_leastDistance	9.37
LD180319-0005	phenicol	AMDSedi	mediam_leastDistance	61.784
LD180319-0005	sulfonamide	AMDSedi	mediam_leastDistance	37.403
LD180319-0005	tetracycline	AMDSedi	mediam_leastDistance	11.928
LD180319-0005	unclassified	AMDSedi	mediam_leastDistance	35.8105
LD180319-0006	aminoglycoside	AMDSedi	mediam_leastDistance	19.8505
LD180319-0006	bacitracin	AMDSedi	mediam_leastDistance	14.388
LD180319-0006	beta-lactam	AMDSedi	mediam_leastDistance	23.096
LD180319-0006	glycopeptide	AMDSedi	mediam_leastDistance	20.816
LD180319-0006	MLS	AMDSedi	mediam_leastDistance	1.579
LD180319-0006	multidrug	AMDSedi	mediam_leastDistance	27.837
LD180319-0006	mupirocin	AMDSedi	mediam_leastDistance	253.562
LD180319-0006	other	AMDSedi	mediam_leastDistance	20.873
LD180319-0006	phenicol	AMDSedi	mediam_leastDistance	16.986
LD180319-0006	sulfonamide	AMDSedi	mediam_leastDistance	37.224
LD180319-0006	tetracycline	AMDSedi	mediam_leastDistance	4.446
LD180319-0006	unclassified	AMDSedi	mediam_leastDistance	24.365
LD180319-0007	aminoglycoside	AMDSedi	mediam_leastDistance	16.205
LD180319-0007	bacitracin	AMDSedi	mediam_leastDistance	4.808
LD180319-0007	beta-lactam	AMDSedi	mediam_leastDistance	16.8855
LD180319-0007	glycopeptide	AMDSedi	mediam_leastDistance	17.5665
LD180319-0007	MLS	AMDSedi	mediam_leastDistance	1.41
LD180319-0007	multidrug	AMDSedi	mediam_leastDistance	16.165
LD180319-0007	other	AMDSedi	mediam_leastDistance	18.4545
LD180319-0007	phenicol	AMDSedi	mediam_leastDistance	42.314
LD180319-0007	sulfonamide	AMDSedi	mediam_leastDistance	43.668
LD180319-0007	tetracycline	AMDSedi	mediam_leastDistance	5.679
LD180319-0007	unclassified	AMDSedi	mediam_leastDistance	15.523
LD180319-0008	aminoglycoside	AMDSedi	mediam_leastDistance	18.5845
LD180319-0008	bacitracin	AMDSedi	mediam_leastDistance	4.8295
LD180319-0008	beta-lactam	AMDSedi	mediam_leastDistance	9.0265
LD180319-0008	glycopeptide	AMDSedi	mediam_leastDistance	11.304
LD180319-0008	MLS	AMDSedi	mediam_leastDistance	1.4415
LD180319-0008	multidrug	AMDSedi	mediam_leastDistance	16.502
LD180319-0008	other	AMDSedi	mediam_leastDistance	11.86
LD180319-0008	phenicol	AMDSedi	mediam_leastDistance	15.673
LD180319-0008	sulfonamide	AMDSedi	mediam_leastDistance	42.9975
LD180319-0008	tetracycline	AMDSedi	mediam_leastDistance	4.446
LD180319-0008	unclassified	AMDSedi	mediam_leastDistance	18.181
LD180319-0009	aminoglycoside	AMDSedi	mediam_leastDistance	20.738
LD180319-0009	bacitracin	AMDSedi	mediam_leastDistance	4.81
LD180319-0009	beta-lactam	AMDSedi	mediam_leastDistance	17.451
LD180319-0009	glycopeptide	AMDSedi	mediam_leastDistance	9.952
LD180319-0009	MLS	AMDSedi	mediam_leastDistance	1.499
LD180319-0009	multidrug	AMDSedi	mediam_leastDistance	13.652
LD180319-0009	mupirocin	AMDSedi	mediam_leastDistance	76.005
LD180319-0009	other	AMDSedi	mediam_leastDistance	11.0305
LD180319-0009	phenicol	AMDSedi	mediam_leastDistance	11.702
LD180319-0009	sulfonamide	AMDSedi	mediam_leastDistance	39.905
LD180319-0009	tetracycline	AMDSedi	mediam_leastDistance	8.5885
LD180319-0009	unclassified	AMDSedi	mediam_leastDistance	27.224
LD180319-0010	aminoglycoside	AMDSedi	mediam_leastDistance	16.198
LD180319-0010	bacitracin	AMDSedi	mediam_leastDistance	11.186
LD180319-0010	beta-lactam	AMDSedi	mediam_leastDistance	35.111
LD180319-0010	glycopeptide	AMDSedi	mediam_leastDistance	31.673
LD180319-0010	MLS	AMDSedi	mediam_leastDistance	1.5305
LD180319-0010	multidrug	AMDSedi	mediam_leastDistance	32.832
LD180319-0010	mupirocin	AMDSedi	mediam_leastDistance	76.13
LD180319-0010	other	AMDSedi	mediam_leastDistance	19.43
LD180319-0010	phenicol	AMDSedi	mediam_leastDistance	50.6095
LD180319-0010	sulfonamide	AMDSedi	mediam_leastDistance	37.392
LD180319-0010	tetracycline	AMDSedi	mediam_leastDistance	13.714
LD180319-0010	unclassified	AMDSedi	mediam_leastDistance	25.7945
LD180319-0011	aminoglycoside	AMDSedi	mediam_leastDistance	17.832
LD180319-0011	bacitracin	AMDSedi	mediam_leastDistance	14.5475
LD180319-0011	beta-lactam	AMDSedi	mediam_leastDistance	12.874
LD180319-0011	glycopeptide	AMDSedi	mediam_leastDistance	20.827
LD180319-0011	MLS	AMDSedi	mediam_leastDistance	6.924
LD180319-0011	multidrug	AMDSedi	mediam_leastDistance	9.466
LD180319-0011	mupirocin	AMDSedi	mediam_leastDistance	27.237
LD180319-0011	other	AMDSedi	mediam_leastDistance	15.307
LD180319-0011	phenicol	AMDSedi	mediam_leastDistance	25.59
LD180319-0011	sulfonamide	AMDSedi	mediam_leastDistance	26.698
LD180319-0011	tetracycline	AMDSedi	mediam_leastDistance	19.1745
LD180319-0011	unclassified	AMDSedi	mediam_leastDistance	13.6395
LD180319-0012	aminoglycoside	AMDSedi	mediam_leastDistance	17.901
LD180319-0012	bacitracin	AMDSedi	mediam_leastDistance	14.276
LD180319-0012	beta-lactam	AMDSedi	mediam_leastDistance	25.962
LD180319-0012	glycopeptide	AMDSedi	mediam_leastDistance	22.113
LD180319-0012	MLS	AMDSedi	mediam_leastDistance	15.1595
LD180319-0012	multidrug	AMDSedi	mediam_leastDistance	19.053
LD180319-0012	mupirocin	AMDSedi	mediam_leastDistance	48.275
LD180319-0012	other	AMDSedi	mediam_leastDistance	18.333
LD180319-0012	phenicol	AMDSedi	mediam_leastDistance	21.8395
LD180319-0012	sulfonamide	AMDSedi	mediam_leastDistance	37.034
LD180319-0012	tetracycline	AMDSedi	mediam_leastDistance	13.9215
LD180319-0012	unclassified	AMDSedi	mediam_leastDistance	16.881
LD180319-0013	aminoglycoside	AMDSedi	mediam_leastDistance	5.6185
LD180319-0013	bacitracin	AMDSedi	mediam_leastDistance	10.231
LD180319-0013	beta-lactam	AMDSedi	mediam_leastDistance	31.566
LD180319-0013	glycopeptide	AMDSedi	mediam_leastDistance	33.089
LD180319-0013	MLS	AMDSedi	mediam_leastDistance	12.8355
LD180319-0013	multidrug	AMDSedi	mediam_leastDistance	17.443
LD180319-0013	mupirocin	AMDSedi	mediam_leastDistance	22.315
LD180319-0013	other	AMDSedi	mediam_leastDistance	21.223
LD180319-0013	phenicol	AMDSedi	mediam_leastDistance	25.738
LD180319-0013	sulfonamide	AMDSedi	mediam_leastDistance	42.023
LD180319-0013	tetracycline	AMDSedi	mediam_leastDistance	10.887
LD180319-0013	unclassified	AMDSedi	mediam_leastDistance	16.051
LD180319-0014	aminoglycoside	AMDSedi	mediam_leastDistance	23.349
LD180319-0014	bacitracin	AMDSedi	mediam_leastDistance	10.977
LD180319-0014	beta-lactam	AMDSedi	mediam_leastDistance	26.5635
LD180319-0014	glycopeptide	AMDSedi	mediam_leastDistance	17.2315
LD180319-0014	MLS	AMDSedi	mediam_leastDistance	5.272
LD180319-0014	multidrug	AMDSedi	mediam_leastDistance	15.965
LD180319-0014	mupirocin	AMDSedi	mediam_leastDistance	17.076
LD180319-0014	other	AMDSedi	mediam_leastDistance	8.6245
LD180319-0014	phenicol	AMDSedi	mediam_leastDistance	23.202
LD180319-0014	sulfonamide	AMDSedi	mediam_leastDistance	30.1665
LD180319-0014	tetracycline	AMDSedi	mediam_leastDistance	48.998
LD180319-0014	unclassified	AMDSedi	mediam_leastDistance	11.985
LD180319-0015	aminoglycoside	AMDSedi	mediam_leastDistance	15.772
LD180319-0015	bacitracin	AMDSedi	mediam_leastDistance	10.37
LD180319-0015	beta-lactam	AMDSedi	mediam_leastDistance	21.9125
LD180319-0015	glycopeptide	AMDSedi	mediam_leastDistance	35.361
LD180319-0015	MLS	AMDSedi	mediam_leastDistance	6.549
LD180319-0015	multidrug	AMDSedi	mediam_leastDistance	18.4495
LD180319-0015	mupirocin	AMDSedi	mediam_leastDistance	27.237
LD180319-0015	other	AMDSedi	mediam_leastDistance	16.554
LD180319-0015	phenicol	AMDSedi	mediam_leastDistance	13.6415
LD180319-0015	sulfonamide	AMDSedi	mediam_leastDistance	8.158
LD180319-0015	tetracycline	AMDSedi	mediam_leastDistance	42.794
LD180319-0015	unclassified	AMDSedi	mediam_leastDistance	9.419
LD180319-0016	aminoglycoside	AMDSedi	mediam_leastDistance	16.198
LD180319-0016	bacitracin	AMDSedi	mediam_leastDistance	11.498
LD180319-0016	beta-lactam	AMDSedi	mediam_leastDistance	30.236
LD180319-0016	glycopeptide	AMDSedi	mediam_leastDistance	30.13
LD180319-0016	MLS	AMDSedi	mediam_leastDistance	11.634
LD180319-0016	multidrug	AMDSedi	mediam_leastDistance	15.926
LD180319-0016	mupirocin	AMDSedi	mediam_leastDistance	21.1125
LD180319-0016	other	AMDSedi	mediam_leastDistance	14.6
LD180319-0016	phenicol	AMDSedi	mediam_leastDistance	22.823
LD180319-0016	sulfonamide	AMDSedi	mediam_leastDistance	7.8995
LD180319-0016	tetracycline	AMDSedi	mediam_leastDistance	18.3435
LD180319-0016	unclassified	AMDSedi	mediam_leastDistance	37.343
LD180320-0020	aminoglycoside	AMDSedi	mediam_leastDistance	15.119
LD180320-0020	bacitracin	AMDSedi	mediam_leastDistance	10.345
LD180320-0020	beta-lactam	AMDSedi	mediam_leastDistance	30.256
LD180320-0020	glycopeptide	AMDSedi	mediam_leastDistance	13.673
LD180320-0020	MLS	AMDSedi	mediam_leastDistance	0.653
LD180320-0020	multidrug	AMDSedi	mediam_leastDistance	14.5245
LD180320-0020	other	AMDSedi	mediam_leastDistance	12.7165
LD180320-0020	phenicol	AMDSedi	mediam_leastDistance	8.057
LD180320-0020	sulfonamide	AMDSedi	mediam_leastDistance	34.819
LD180320-0020	tetracycline	AMDSedi	mediam_leastDistance	6.494
LD180320-0020	unclassified	AMDSedi	mediam_leastDistance	4.584
LD180320-0021	aminoglycoside	AMDSedi	mediam_leastDistance	15.611
LD180320-0021	bacitracin	AMDSedi	mediam_leastDistance	54.052
LD180320-0021	beta-lactam	AMDSedi	mediam_leastDistance	35.5955
LD180320-0021	glycopeptide	AMDSedi	mediam_leastDistance	27.423
LD180320-0021	MLS	AMDSedi	mediam_leastDistance	1.5335
LD180320-0021	multidrug	AMDSedi	mediam_leastDistance	21.428
LD180320-0021	other	AMDSedi	mediam_leastDistance	21.1255
LD180320-0021	phenicol	AMDSedi	mediam_leastDistance	61.2945
LD180320-0021	sulfonamide	AMDSedi	mediam_leastDistance	43.5135
LD180320-0021	tetracycline	AMDSedi	mediam_leastDistance	18.015
LD180320-0021	unclassified	AMDSedi	mediam_leastDistance	22.113
LD180320-0022	aminoglycoside	AMDSedi	mediam_leastDistance	15.119
LD180320-0022	bacitracin	AMDSedi	mediam_leastDistance	13.956
LD180320-0022	beta-lactam	AMDSedi	mediam_leastDistance	17.532
LD180320-0022	glycopeptide	AMDSedi	mediam_leastDistance	13.6135
LD180320-0022	MLS	AMDSedi	mediam_leastDistance	1.374
LD180320-0022	multidrug	AMDSedi	mediam_leastDistance	16.781
LD180320-0022	other	AMDSedi	mediam_leastDistance	11.86
LD180320-0022	phenicol	AMDSedi	mediam_leastDistance	15.13
LD180320-0022	sulfonamide	AMDSedi	mediam_leastDistance	38.6175
LD180320-0022	tetracycline	AMDSedi	mediam_leastDistance	7.374
LD180320-0022	unclassified	AMDSedi	mediam_leastDistance	21.533
LD180320-0023	aminoglycoside	AMDSedi	mediam_leastDistance	14.416
LD180320-0023	bacitracin	AMDSedi	mediam_leastDistance	20.22
LD180320-0023	beta-lactam	AMDSedi	mediam_leastDistance	20.767
LD180320-0023	glycopeptide	AMDSedi	mediam_leastDistance	25.18
LD180320-0023	MLS	AMDSedi	mediam_leastDistance	15.097
LD180320-0023	multidrug	AMDSedi	mediam_leastDistance	22.0115
LD180320-0023	mupirocin	AMDSedi	mediam_leastDistance	46.737
LD180320-0023	other	AMDSedi	mediam_leastDistance	10.046
LD180320-0023	phenicol	AMDSedi	mediam_leastDistance	11.493
LD180320-0023	sulfonamide	AMDSedi	mediam_leastDistance	16.41
LD180320-0023	tetracycline	AMDSedi	mediam_leastDistance	8.873
LD180320-0023	unclassified	AMDSedi	mediam_leastDistance	18.9265
LD180320-0024	aminoglycoside	AMDSedi	mediam_leastDistance	22.1265
LD180320-0024	bacitracin	AMDSedi	mediam_leastDistance	15.1
LD180320-0024	beta-lactam	AMDSedi	mediam_leastDistance	20.767
LD180320-0024	glycopeptide	AMDSedi	mediam_leastDistance	24.274
LD180320-0024	MLS	AMDSedi	mediam_leastDistance	72.8525
LD180320-0024	multidrug	AMDSedi	mediam_leastDistance	22.5335
LD180320-0024	mupirocin	AMDSedi	mediam_leastDistance	70.046
LD180320-0024	other	AMDSedi	mediam_leastDistance	10.248
LD180320-0024	phenicol	AMDSedi	mediam_leastDistance	11.6125
LD180320-0024	sulfonamide	AMDSedi	mediam_leastDistance	15.3525
LD180320-0024	tetracycline	AMDSedi	mediam_leastDistance	44.578
LD180320-0024	unclassified	AMDSedi	mediam_leastDistance	22.122
LD180320-0025	aminoglycoside	AMDSedi	mediam_leastDistance	29.468
LD180320-0025	bacitracin	AMDSedi	mediam_leastDistance	11.279
LD180320-0025	beta-lactam	AMDSedi	mediam_leastDistance	14.4315
LD180320-0025	glycopeptide	AMDSedi	mediam_leastDistance	23.684
LD180320-0025	MLS	AMDSedi	mediam_leastDistance	43.218
LD180320-0025	multidrug	AMDSedi	mediam_leastDistance	21.8915
LD180320-0025	mupirocin	AMDSedi	mediam_leastDistance	60.714
LD180320-0025	other	AMDSedi	mediam_leastDistance	10.042
LD180320-0025	phenicol	AMDSedi	mediam_leastDistance	9.7345
LD180320-0025	sulfonamide	AMDSedi	mediam_leastDistance	16.41
LD180320-0025	tetracycline	AMDSedi	mediam_leastDistance	21.4675
LD180320-0025	unclassified	AMDSedi	mediam_leastDistance	12.209
LD180320-0026	aminoglycoside	AMDSedi	mediam_leastDistance	57.808
LD180320-0026	bacitracin	AMDSedi	mediam_leastDistance	16.5095
LD180320-0026	beta-lactam	AMDSedi	mediam_leastDistance	29.869
LD180320-0026	glycopeptide	AMDSedi	mediam_leastDistance	23.418
